iid,gender,age,field_cd,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,cluster
444,1,26.0,8.0,4.0,2.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,8.0,7.0,9.0,8.0,7.0,1
445,1,30.0,13.0,5.0,2.0,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0,9.0,8.0,7.0,10.0,7.0,1
446,1,28.0,8.0,4.0,3.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,6.0,8.0,9.0,7.0,5.0,1
447,1,26.0,13.0,7.0,2.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,6.0,10.0,6.0,7.0,4.0,1
448,1,22.0,1.0,2.0,1.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,8.0,9.0,8.0,9.0,10.0,6
449,1,23.0,1.0,3.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,7.0,10.0,10.0,10.0,8.0,5
450,1,25.0,13.0,6.0,2.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,9.0,6.0,7.0,10.0,10.0,4
451,1,30.0,8.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,2.0,4.0,4.0,4.0,4.0,2
452,1,29.0,8.0,5.0,3.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,8.0,7.0,10.0,8.0,4
453,1,27.0,1.0,6.0,5.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,4.0,7.0,6.0,5.0,4.0,1.0,5.0,6.0,7.0,8.0,5.0,2
454,0,27.0,15.0,7.0,3.0,5.0,8.0,5.0,9.0,9.0,9.0,7.0,1.0,4.0,9.0,4.0,9.0,9.0,8.0,8.0,4.0,9.0,8.0,9.0,9.0,9.0,7.0,3
455,0,24.0,10.0,6.0,2.0,3.0,5.0,3.0,10.0,10.0,7.0,7.0,1.0,8.0,10.0,4.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0,9.0,8.0,8.0,3
456,0,29.0,8.0,6.0,1.0,1.0,1.0,8.0,8.0,7.0,7.0,6.0,2.0,8.0,8.0,4.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,3
457,0,55.0,6.0,7.0,3.0,1.0,2.0,1.0,8.0,9.0,9.0,10.0,1.0,1.0,10.0,4.0,7.0,3.0,10.0,8.0,1.0,1.0,7.0,6.0,7.0,8.0,3.0,0
458,0,29.0,8.0,4.0,1.0,9.0,1.0,6.0,10.0,8.0,6.0,9.0,3.0,6.0,9.0,7.0,8.0,8.0,4.0,1.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,4
459,0,26.0,8.0,5.0,3.0,1.0,3.0,1.0,9.0,8.0,9.0,1.0,1.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,5.0,5.0,5.0,5.0,8.0,3
460,1,33.0,7.0,4.0,2.0,9.0,7.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,9.0,10.0,6.0,9.0,10.0,10.0,1.0,5.0,8.0,8.0,7.0,9.0,7.0,0
461,1,27.0,5.0,7.0,4.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,6.0,2.0,2.0,7.0,6.0,6.0,6.0,4.0,4.0,6.0,8.0,9.0,8.0,7.0,1
462,1,33.0,5.0,6.0,6.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,4.0,9.0,6.0,8.0,2.0,2
463,1,23.0,10.0,7.0,1.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,6.0,7.0,7.0,8.0,7.0,2
464,1,33.0,8.0,3.0,1.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,5.0,8.0,8.0,9.0,10.0,1
465,1,23.0,7.0,7.0,3.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,7.0,10.0,8.0,7.0,5.0,2
466,0,24.0,18.0,7.0,1.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,7.0,9.0,7.0,8.0,8.0,3
467,0,24.0,8.0,2.0,1.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,4
468,0,25.0,13.0,6.0,3.0,8.0,3.0,7.0,7.0,7.0,8.0,8.0,2.0,6.0,8.0,7.0,5.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,6.0,8.0,8.0,3
469,0,25.0,13.0,3.0,1.0,10.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,9.0,7.0,7.0,7.0,8.0,6.0,9.0,8.0,8.0,8.0,6.0,6.0,4
470,0,29.0,4.0,4.0,2.0,1.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,3.0,10.0,5.0,10.0,10.0,6.0,6.0,10.0,1.0,4.0,9.0,5.0,8.0,6.0,6
471,0,30.0,4.0,5.0,3.0,3.0,4.0,6.0,10.0,7.0,7.0,5.0,2.0,9.0,7.0,8.0,6.0,8.0,6.0,6.0,10.0,4.0,7.0,8.0,8.0,9.0,9.0,6
472,0,25.0,5.0,4.0,2.0,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,8.0,10.0,10.0,8.0,9.0,4
473,0,34.0,10.0,6.0,4.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,8.0,10.0,7.0,0
474,0,30.0,10.0,6.0,5.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,9.0,10.0,8.0,7.0,1
475,0,27.0,13.0,6.0,2.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,8.0,5.0,7.0,7.0,3
476,0,25.0,13.0,5.0,2.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,7.0,9.0,5.0,7.0,6.0,1
477,0,27.0,5.0,4.0,2.0,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,6.0,8.0,7.0,7.0,7.0,1
478,0,26.0,13.0,4.0,1.0,9.0,7.0,9.0,7.0,7.0,9.0,9.0,3.0,3.0,8.0,4.0,7.0,9.0,8.0,9.0,4.0,6.0,7.0,8.0,9.0,8.0,7.0,4
479,0,27.0,13.0,4.0,3.0,10.0,7.0,10.0,9.0,8.0,7.0,9.0,1.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,4
480,0,26.0,5.0,4.0,1.0,7.0,1.0,8.0,9.0,9.0,9.0,3.0,1.0,6.0,10.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,8.0,9.0,10.0,8.0,7.0,1
481,1,23.0,9.0,3.0,2.0,3.0,3.0,7.0,9.0,8.0,7.0,1.0,2.0,5.0,8.0,2.0,7.0,10.0,10.0,10.0,6.0,1.0,8.0,7.0,8.0,9.0,5.0,3
482,1,30.0,8.0,6.0,1.0,9.0,7.0,5.0,9.0,6.0,5.0,8.0,2.0,5.0,9.0,6.0,7.0,7.0,2.0,4.0,4.0,3.0,7.0,10.0,9.0,8.0,8.0,1
483,1,28.0,3.0,3.0,1.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,6
484,1,31.0,18.0,6.0,4.0,7.0,3.0,5.0,9.0,9.0,9.0,9.0,3.0,7.0,9.0,1.0,9.0,9.0,9.0,9.0,2.0,7.0,4.0,8.0,2.0,9.0,9.0,3
485,1,29.0,3.0,6.0,2.0,6.0,10.0,9.0,7.0,7.0,7.0,4.0,6.0,6.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,4.0,8.0,8.0,7.0,8.0,7.0,5
486,1,32.0,10.0,6.0,2.0,7.0,1.0,3.0,10.0,8.0,6.0,4.0,1.0,9.0,8.0,1.0,7.0,10.0,5.0,8.0,2.0,2.0,7.0,10.0,8.0,9.0,9.0,0
487,1,24.0,6.0,5.0,3.0,4.0,4.0,2.0,8.0,5.0,3.0,2.0,5.0,2.0,7.0,8.0,5.0,9.0,6.0,10.0,6.0,2.0,7.0,9.0,6.0,8.0,5.0,2
488,1,29.0,8.0,2.0,3.0,3.0,3.0,3.0,9.0,5.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,5.0,10.0,7.0,10.0,8.0,3
489,1,28.0,8.0,2.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,7.0,6.0,5.0,6.0,8.0,8.0,9.0,10.0,4
490,1,29.0,14.0,6.0,3.0,3.0,1.0,2.0,7.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,8.0,10.0,9.0,8.0,7.0,4.0,3.0,7.0,6.0,8.0,6.0,3
491,1,29.0,8.0,4.0,1.0,9.0,2.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,2.0,7.0,8.0,8.0,9.0,9.0,6.0,7.0,7.0,7.0,7.0,7.0,4
492,1,30.0,10.0,4.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,4.0,10.0,7.0,5.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4
493,1,20.0,13.0,6.0,5.0,10.0,10.0,7.0,7.0,4.0,4.0,3.0,3.0,6.0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,6.0,7.0,7.0,8.0,8.0,8.0,4
494,1,30.0,6.0,3.0,3.0,8.0,10.0,4.0,10.0,10.0,10.0,1.0,1.0,4.0,8.0,6.0,9.0,10.0,7.0,8.0,9.0,10.0,9.0,10.0,10.0,10.0,7.0,4
495,1,32.0,15.0,2.0,1.0,7.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,9.0,1
496,0,23.0,5.0,5.0,2.0,8.0,1.0,8.0,7.0,7.0,7.0,8.0,1.0,1.0,7.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,8.0,6.0,9.0,8.0,2
497,0,24.0,10.0,7.0,1.0,7.0,5.0,1.0,8.0,7.0,6.0,7.0,3.0,1.0,7.0,8.0,6.0,9.0,9.0,8.0,8.0,7.0,8.0,10.0,10.0,9.0,8.0,3
498,0,25.0,10.0,4.0,1.0,3.0,1.0,5.0,7.0,3.0,3.0,6.0,6.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,3.0,1.0,8.0,9.0,10.0,9.0,10.0,1
499,0,26.0,10.0,4.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,1.0,8.0,9.0,6.0,8.0,10.0,10.0,10.0,5.0,1.0,9.0,10.0,9.0,10.0,4.0,3
500,0,25.0,10.0,5.0,3.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,8.0,9.0,9.0,9.0,9.0,3
501,0,26.0,10.0,4.0,3.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,8.0,9.0,8.0,9.0,9.0,3
502,1,26.0,5.0,3.0,2.0,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,3.0,4.0,7.0,7.0,9.0,9.0,9.0,5
503,1,25.0,10.0,6.0,5.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0,7.0,9.0,4.0,10.0,5.0,3
504,1,23.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0,7.0,5.0,6.0,8.0,8.0,2
505,1,27.0,6.0,4.0,1.0,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,8.0,10.0,10.0,4
506,1,24.0,2.0,7.0,2.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,8.0,7.0,9.0,10.0,2
507,1,24.0,2.0,7.0,3.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0,7.0,8.0,7.0,8.0,7.0,5
508,1,36.0,2.0,5.0,1.0,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,10.0,4.0,8.0,7.0,8.0,8.0,9.0,8.0,0
509,0,28.0,6.0,4.0,2.0,6.0,3.0,6.0,7.0,7.0,7.0,3.0,3.0,4.0,6.0,4.0,4.0,8.0,5.0,7.0,7.0,7.0,5.0,6.0,4.0,8.0,9.0,1
510,0,26.0,8.0,7.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,7.0,9.0,6.0,8.0,4.0,2
511,0,23.0,5.0,7.0,3.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,8.0,6
513,0,23.0,15.0,6.0,4.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0,6.0,8.0,7.0,6.0,4.0,3
514,0,23.0,3.0,4.0,3.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0,8.0,10.0,8.0,9.0,7.0,6
515,0,23.0,6.0,6.0,3.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,8.0,10.0,8.0,10.0,8.0,4
516,0,27.0,10.0,6.0,3.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,8.0,9.0,9.0,8.0,8.0,3
517,0,30.0,15.0,5.0,3.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,8.0,9.0,7.0,9.0,7.0,3
518,0,23.0,15.0,7.0,2.0,4.0,2.0,5.0,8.0,6.0,7.0,5.0,5.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,4.0,6.0,9.0,8.0,8.0,7.0,3
519,0,26.0,9.0,4.0,2.0,9.0,5.0,9.0,5.0,8.0,7.0,7.0,2.0,3.0,9.0,4.0,7.0,8.0,7.0,8.0,2.0,2.0,8.0,10.0,9.0,9.0,10.0,1
520,0,28.0,11.0,7.0,1.0,4.0,6.0,8.0,8.0,10.0,8.0,5.0,2.0,9.0,10.0,8.0,9.0,8.0,5.0,5.0,8.0,2.0,8.0,9.0,7.0,8.0,5.0,3
521,0,26.0,11.0,3.0,1.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,9.0,9.0,8.0,8.0,4
522,0,22.0,1.0,6.0,2.0,6.0,6.0,6.0,7.0,8.0,9.0,3.0,3.0,7.0,9.0,8.0,10.0,10.0,7.0,7.0,5.0,3.0,7.0,7.0,7.0,9.0,8.0,6
523,0,27.0,9.0,4.0,3.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,6.0,9.0,8.0,9.0,6.0,1
524,0,25.0,4.0,7.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,5.0,9.0,7.0,8.0,7.0,6
525,0,24.0,15.0,4.0,1.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,8.0,10.0,9.0,3
526,0,26.0,11.0,5.0,3.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,3.0,6.0,9.0,7.0,10.0,3
527,0,24.0,11.0,4.0,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,3
528,0,29.0,11.0,6.0,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,9.0,6.0,8.0,8.0,8.0,2
529,0,22.0,5.0,4.0,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,6.0,10.0,9.0,7.0,5.0,6
530,0,22.0,5.0,7.0,3.0,7.0,10.0,5.0,6.0,3.0,8.0,6.0,7.0,6.0,3.0,5.0,8.0,10.0,9.0,10.0,6.0,3.0,3.0,9.0,9.0,9.0,7.0,5
531,1,25.0,5.0,7.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,10.0,10.0,6.0,10.0,10.0,4
532,1,26.0,5.0,2.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,7.0,9.0,7.0,8.0,8.0,5
533,1,26.0,5.0,6.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,8.0,9.0,8.0,9.0,9.0,2
534,1,24.0,5.0,5.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,7.0,9.0,8.0,9.0,5.0,5
535,1,23.0,10.0,5.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,6.0,7.0,6.0,7.0,5.0,3
536,1,29.0,2.0,5.0,2.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,7.0,8.0,8.0,8.0,8.0,6
537,1,22.0,5.0,5.0,1.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,7.0,9.0,9.0,9.0,7.0,6
538,1,32.0,5.0,4.0,2.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,7.0,8.0,9.0,8.0,8.0,0
539,1,22.0,1.0,4.0,1.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,8.0,8.0,9.0,10.0,10.0,5
540,1,24.0,5.0,7.0,4.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,5.0,7.0,6.0,5.0,7.0,6
541,1,23.0,5.0,7.0,3.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,8.0,9.0,9.0,9.0,8.0,5
542,1,23.0,5.0,5.0,3.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,8.0,9.0,8.0,8.0,9.0,6
543,1,24.0,5.0,7.0,2.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,7.0,9.0,9.0,8.0,9.0,5
544,1,23.0,5.0,7.0,3.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,7.0,10.0,10.0,9.0,8.0,6
545,1,24.0,5.0,7.0,2.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,8.0,8.0,8.0,9.0,6.0,2
546,1,30.0,8.0,4.0,1.0,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,9.0,8.0,10.0,8.0,7.0,1
547,1,30.0,8.0,3.0,1.0,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,7.0,9.0,8.0,8.0,8.0,0
548,1,30.0,8.0,6.0,1.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,1
549,1,28.0,8.0,7.0,1.0,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,7.0,10.0,8.0,9.0,9.0,4
550,1,30.0,8.0,4.0,1.0,5.0,3.0,5.0,9.0,7.0,8.0,3.0,3.0,8.0,8.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,7.0,7.0,7.0,7.0,7.0,0
551,1,27.0,8.0,6.0,3.0,6.0,1.0,7.0,6.0,7.0,3.0,2.0,1.0,7.0,10.0,2.0,5.0,6.0,7.0,7.0,7.0,1.0,7.0,8.0,3.0,8.0,5.0,2
552,1,25.0,18.0,2.0,1.0,8.0,2.0,5.0,10.0,10.0,10.0,7.0,1.0,9.0,8.0,3.0,7.0,9.0,10.0,10.0,7.0,3.0,8.0,7.0,6.0,7.0,7.0,3
552,1,25.0,18.0,2.0,1.0,8.0,2.0,5.0,10.0,10.0,10.0,7.0,1.0,9.0,8.0,3.0,7.0,9.0,10.0,10.0,7.0,3.0,8.0,7.0,6.0,7.0,7.0,3
